type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/ro/ro_0.dat,10804527104,16777216,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.0,0,0,0,0,74067937,consec|shared|,0.0,0.0,0.0,0,644
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/ro/ro_0.dat,10821304320,16777216,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,1333385975,random|shared|,0.0,0.0,0.0,1,645
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/ro/ro_0.dat,24897388544,67108864,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.0,0,0,0,0,1146472047,consec|shared|,0.0,0.0,0.0,0,371
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/ro/ro_0.dat,24897388544,67108864,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,266064993,random|shared|,0.0,0.0,0.0,1,371
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,1983905792,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.0,0,0,0,0,183189590,consec|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,1983905792,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,1614938898,seq|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,3967811584,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,61323094,random|shared|,0.0,0.0,0.0,1,344
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,1983905792,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.0,0,0,0,0,757583354,consec|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,1983905792,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,1695456993,seq|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,3967811584,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,2039463347,random|shared|,0.0,0.0,0.0,1,344
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,1983905792,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.0,0,0,0,0,547945401,consec|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,1983905792,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,884559140,seq|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,3956277248,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,618662579,random|shared|,0.0,0.0,0.0,1,343
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,17200,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,1681163098,consec|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,17200,100,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,586742078,seq|shared|,0.0,0.0,0.0,0,172
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,34300,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1172186188,random|shared|,0.0,0.0,0.0,1,343
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,1024,1024,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1313395594,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,4096,4096,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,16485428,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_0.dat,65536,65536,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,324241619,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,17100,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,917692264,consec|shared|,0.0,0.0,0.0,0,171
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,17100,100,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1365720972,seq|shared|,0.0,0.0,0.0,0,171
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,34100,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,855041721,random|shared|,0.0,0.0,0.0,1,341
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,1024,1024,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1158835628,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,4096,4096,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,1942480635,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_1.dat,65536,65536,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,1120654613,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,17100,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,1574738766,consec|shared|,0.0,0.0,0.0,0,171
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,17100,100,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1475357404,seq|shared|,0.0,0.0,0.0,0,171
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,34100,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,2107526593,random|shared|,0.0,0.0,0.0,1,341
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,1024,1024,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1352241295,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,4096,4096,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,295900080,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/data/wo/wo_2.dat,65536,65536,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,2029816660,random|shared|,0.0,0.0,0.0,1,1
meta,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top3_18/payload/meta/meta_only.dat,0,1,0,0,0,0,0,0,0.330000,0.000000,0.0,14657,0,8501,0,777,meta_only|shared|,0.0,0.0,0.0,0,0
