type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,184549376,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,592411495,consec|unique|,0.0,0.0,0.0,0,16
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,23068672,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,822886718,seq|unique|,0.0,0.0,0.0,0,2
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,46137344,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,1139299497,random|unique|,0.0,0.0,0.0,1,4
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,4865392640,16777216,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,1873724546,consec|unique|,0.0,0.0,0.0,0,290
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,738197504,16777216,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,2050994217,seq|unique|,0.0,0.0,0.0,0,44
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,1056964608,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,364899980,random|unique|,0.0,0.0,0.0,1,63
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,1213726720,262144,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,1934474973,consec|unique|,0.0,0.0,0.0,0,4630
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,182976512,262144,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,85415714,seq|unique|,0.0,0.0,0.0,0,698
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,266076160,262144,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,1944996573,random|unique|,0.0,0.0,0.0,1,1015
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,13150191616,1048576,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,1472428588,consec|unique|,0.0,0.0,0.0,0,12541
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,1981808640,1048576,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,154920915,seq|unique|,0.0,0.0,0.0,0,1890
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,2881486848,1048576,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,1168754812,random|unique|,0.0,0.0,0.0,1,2748
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,30660362240,4194304,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,1908731344,consec|unique|,0.0,0.0,0.0,0,7310
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,4622123008,4194304,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,763127060,seq|unique|,0.0,0.0,0.0,0,1102
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,6719275008,4194304,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,772458160,random|unique|,0.0,0.0,0.0,1,1602
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,100,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,49682645,consec|unique|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,5150720,1024,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,2029208046,consec|unique|,0.0,0.0,0.0,0,5030
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,776192,1024,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1925905208,seq|unique|,0.0,0.0,0.0,0,758
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,1129472,1024,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,925167759,random|unique|,0.0,0.0,0.0,1,1103
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,4456448,4096,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,1254148606,consec|unique|,0.0,0.0,0.0,0,1088
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,671744,4096,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,533714808,seq|unique|,0.0,0.0,0.0,0,164
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,978944,4096,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.856668,0.000000,0.0,0,0,0,0,1770167187,random|unique|,0.0,0.0,0.0,1,239
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/data/wo/wo_0.dat,65536,65536,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.856668,0.000000,0.0,0,0,0,0,2140558805,consec|unique|,0.0,0.0,0.0,0,1
meta,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top16_225/payload/meta/meta_only.dat,0,1,0,0,0,0,0,0,0.880000,0.000000,0.0,2461,4431,0,0,777,meta_only|unique|,0.0,0.0,0.0,0,0
