type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,262144,262144,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.008765,0.000000,0.0,0,0,0,0,1127596828,consec|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,5242880,262144,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,2053025701,seq|shared|,0.0,0.0,0.0,0,20
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,2883584,262144,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,981457923,random|shared|,0.0,0.0,0.0,1,11
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,1048576,1048576,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1681828172,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,4194304,4194304,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1942176146,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,900,100,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,576518381,consec|shared|,0.0,0.0,0.0,0,9
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,13900,100,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1192774271,seq|shared|,0.0,0.0,0.0,0,139
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,7600,100,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,614141472,random|shared|,0.0,0.0,0.0,1,76
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,1024,1024,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,832997813,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,4096,4096,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,268626715,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/ro/ro_0.dat,65536,65536,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1589366357,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_0.dat,1056964608,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,62036993,random|shared|,0.0,0.0,0.0,1,63
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_0.dat,134217728,67108864,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,549725729,random|shared|,0.0,0.0,0.0,1,2
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_1.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,405088687,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_10.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,531309468,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_11.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,496862075,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_12.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,2069247981,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_13.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1313430296,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_14.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,872670480,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_15.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1817007593,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_16.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,243460368,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_17.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,31992733,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_18.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,389898003,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_19.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1106171399,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_2.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,579020263,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_20.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1446449803,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_21.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,47803775,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_22.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1227833374,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_23.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,797214337,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_24.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1951765708,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_25.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,458144419,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_26.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,399365829,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_27.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1188546673,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_28.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1384319496,random|shared|,0.0,0.0,0.0,1,65
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top7_28/payload/data/wo/wo_29.dat,1090519040,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.008765,0.000000,0.0,0,0,0,0,1330587661,random|shared|,0.0,0.0,0.0,1,65
