type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/ro/ro_0.dat,82678120448,67108864,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.604806,0.000000,0.0,0,0,0,0,1878183268,consec|shared|,0.0,0.0,0.0,0,1232
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/ro/ro_0.dat,27581743104,67108864,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,1162984235,random|shared|,0.0,0.0,0.0,1,411
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/ro/ro_1.dat,82678120448,67108864,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.604806,0.000000,0.0,0,0,0,0,1994393224,consec|shared|,0.0,0.0,0.0,0,1232
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/ro/ro_1.dat,27581743104,67108864,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,15121104,random|shared|,0.0,0.0,0.0,1,411
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_0.dat,784334848,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.604806,0.000000,0.0,0,0,0,0,679262361,consec|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_0.dat,784334848,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,627840217,seq|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_0.dat,1545601024,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,820957578,random|shared|,0.0,0.0,0.0,1,134
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_1.dat,784334848,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.604806,0.000000,0.0,0,0,0,0,501573749,consec|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_1.dat,784334848,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,1645395378,seq|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_1.dat,1545601024,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,2060016802,random|shared|,0.0,0.0,0.0,1,134
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_2.dat,772800512,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.604806,0.000000,0.0,0,0,0,0,1059273506,consec|shared|,0.0,0.0,0.0,0,67
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_2.dat,772800512,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,813151845,seq|shared|,0.0,0.0,0.0,0,67
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_2.dat,1557135360,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.604806,0.000000,0.0,0,0,0,0,250555026,random|shared|,0.0,0.0,0.0,1,135
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_0.dat,6800,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,1746296742,consec|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_0.dat,6800,100,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1574142312,seq|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_0.dat,13400,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1245610495,random|shared|,0.0,0.0,0.0,1,134
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_1.dat,6800,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,481160980,consec|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_1.dat,6800,100,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,1215139186,seq|shared|,0.0,0.0,0.0,0,68
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_1.dat,13400,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,94671941,random|shared|,0.0,0.0,0.0,1,134
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_2.dat,6700,100,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.0,0,0,0,0,97723160,consec|shared|,0.0,0.0,0.0,0,67
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_2.dat,6700,100,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,662217086,seq|shared|,0.0,0.0,0.0,0,67
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/data/wo/wo_2.dat,13500,100,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.0,0,0,0,0,734318715,random|shared|,0.0,0.0,0.0,1,135
meta,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top21_258/payload/meta/meta_only.dat,0,1,0,0,0,0,0,0,0.670000,0.000000,0.0,4567,830,830,2491,777,meta_only|shared|,0.0,0.0,0.0,0,0
