type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/ro/ro_0.dat,11534336,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.329346,0.000000,0.0,0,0,0,0,561034967,consec|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/ro/ro_0.dat,11534336,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.329346,0.000000,0.0,0,0,0,0,362070984,random|shared|,0.0,0.0,0.0,1,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/ro/ro_0.dat,16978542592,16777216,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.329346,0.000000,0.0,0,0,0,0,1326791739,consec|shared|,0.0,0.0,0.0,0,1012
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/ro/ro_0.dat,16961765376,16777216,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.329346,0.000000,0.0,0,0,0,0,1891867091,random|shared|,0.0,0.0,0.0,1,1011
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/ro/ro_0.dat,201326592,67108864,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.329346,0.000000,0.0,0,0,0,0,1366339048,consec|shared|,0.0,0.0,0.0,0,3
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/ro/ro_0.dat,201326592,67108864,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.329346,0.000000,0.0,0,0,0,0,490105157,random|shared|,0.0,0.0,0.0,1,3
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/wo/wo_0.dat,149946368,11534336,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.329346,0.000000,0.0,0,0,0,0,885422185,consec|shared|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/wo/wo_0.dat,149946368,11534336,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.329346,0.000000,0.0,0,0,0,0,386650272,seq|shared|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/wo/wo_0.dat,311427072,11534336,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.329346,0.000000,0.0,0,0,0,0,110484389,random|shared|,0.0,0.0,0.0,1,27
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top2_20/payload/data/wo/wo_0.dat,2667577344,16777216,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.329346,0.000000,0.0,0,0,0,0,297216090,consec|shared|,0.0,0.0,0.0,0,159
