type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/ro/ro_0.dat,931921920,262144,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,1211717940,seq|shared|,0.0,0.0,0.0,0,3555
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/ro/ro_0.dat,310640640,262144,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,681563877,random|shared|,0.0,0.0,0.0,1,1185
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/ro/ro_0.dat,1048576,1048576,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,142139890,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/ro/ro_0.dat,4194304,4194304,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,84447419,seq|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/wo/wo_0.dat,38268829696,16777216,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,642990652,seq|shared|,0.0,0.0,0.0,0,2281
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/wo/wo_0.dat,18840813568,16777216,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,1933099125,random|shared|,0.0,0.0,0.0,1,1123
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/wo/wo_0.dat,7784628224,67108864,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,2102443117,seq|shared|,0.0,0.0,0.0,0,116
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/wo/wo_0.dat,3825205248,67108864,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,156057393,random|shared|,0.0,0.0,0.0,1,57
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/ro/ro_0.dat,786432,262144,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,1995210704,seq|shared|,0.0,0.0,0.0,0,3
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/data/ro/ro_0.dat,262144,262144,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.710000,0.000000,0.0,0,0,0,0,1249905489,random|shared|,0.0,0.0,0.0,1,1
meta,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top15_50/payload/meta/meta_only.dat,0,1,0,0,0,0,0,0,0.710000,0.000000,0.0,12054,8323,0,0,777,meta_only|shared|,0.0,0.0,0.0,0,0
