type,path,total_bytes,xfer,p_write,p_rand,p_seq_r,p_consec_r,p_seq_w,p_consec_w,p_ua_file,p_ua_mem,rw_switch,meta_open,meta_stat,meta_seek,meta_sync,seed,flags,p_rand_fwd_r,p_rand_fwd_w,p_consec_internal,pre_seek_eof,n_ops
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,529274056,consec|shared|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1808835452,seq|shared|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1689530950,random|shared|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,67108864,67108864,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,340827312,consec|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,1418723328,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1973327040,consec|unique|,0.0,0.0,0.0,0,123
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,2039045371,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,466239688,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,1418723328,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,482457751,consec|unique|,0.0,0.0,0.0,0,123
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,656312104,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,265030294,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1328919816,consec|unique|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,2018600765,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1516155927,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_4.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,380716491,consec|unique|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_4.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1943641410,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_4.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,431109861,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_5.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,572173573,consec|unique|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_5.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,774477252,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_5.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1018413505,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_6.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1893669654,consec|unique|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_6.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,332718367,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_6.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1269819050,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_7.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1798243409,consec|unique|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_7.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,2101224819,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_7.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,2126811495,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_8.dat,1407188992,11534336,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,906193674,consec|unique|,0.0,0.0,0.0,0,122
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_8.dat,149946368,11534336,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1849609775,seq|unique|,0.0,0.0,0.0,0,13
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_8.dat,253755392,11534336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1780367915,random|unique|,0.0,0.0,0.0,1,22
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,262144,262144,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1195988916,consec|shared|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,832569344,1048576,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,690266890,consec|shared|,0.0,0.0,0.0,0,794
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,84934656,1048576,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,834803546,seq|shared|,0.0,0.0,0.0,0,81
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,149946368,1048576,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,226596991,random|shared|,0.0,0.0,0.0,1,143
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,1300234240,4194304,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,388528978,consec|shared|,0.0,0.0,0.0,0,310
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,134217728,4194304,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,193497234,seq|shared|,0.0,0.0,0.0,0,32
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_0.dat,234881024,4194304,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,553996747,random|shared|,0.0,0.0,0.0,1,56
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,262144,262144,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,542485490,consec|unique|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,945815552,1048576,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,35307452,consec|unique|,0.0,0.0,0.0,0,902
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,96468992,1048576,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,972989776,seq|unique|,0.0,0.0,0.0,0,92
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,169869312,1048576,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1749245701,random|unique|,0.0,0.0,0.0,1,162
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,847249408,4194304,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1356315642,consec|unique|,0.0,0.0,0.0,0,202
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,88080384,4194304,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1290044411,seq|unique|,0.0,0.0,0.0,0,21
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_1.dat,150994944,4194304,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,659749390,random|unique|,0.0,0.0,0.0,1,36
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,262144,262144,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1149604124,consec|unique|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,945815552,1048576,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1570751820,consec|unique|,0.0,0.0,0.0,0,902
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,96468992,1048576,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1526778729,seq|unique|,0.0,0.0,0.0,0,92
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,169869312,1048576,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1512909663,random|unique|,0.0,0.0,0.0,1,162
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,847249408,4194304,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1754854072,consec|unique|,0.0,0.0,0.0,0,202
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,88080384,4194304,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1096830894,seq|unique|,0.0,0.0,0.0,0,21
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_2.dat,150994944,4194304,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,2058205001,random|unique|,0.0,0.0,0.0,1,36
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,262144,262144,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1551354848,consec|unique|,0.0,0.0,0.0,0,1
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,945815552,1048576,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1874720582,consec|unique|,0.0,0.0,0.0,0,902
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,96468992,1048576,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1528813878,seq|unique|,0.0,0.0,0.0,0,92
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,169869312,1048576,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,876008554,random|unique|,0.0,0.0,0.0,1,162
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,847249408,4194304,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1825075440,consec|unique|,0.0,0.0,0.0,0,202
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,88080384,4194304,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1854975557,seq|unique|,0.0,0.0,0.0,0,21
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_3.dat,150994944,4194304,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.304145,0.000000,0.0,0,0,0,0,1461863634,random|unique|,0.0,0.0,0.0,1,36
data,/Users/user/dirlab/repos/io_synthesizer/outputs/audit_top25_after_fix_v8_round_rank2_verif/top25_64/payload/data/ro/ro_4.dat,262144,262144,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.304145,0.000000,0.0,0,0,0,0,1320164263,consec|unique|,0.0,0.0,0.0,0,1
